,event,number_of_frames
826,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923132307000__20120923132307453@DVR-1_Ch2__9,800
827,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007021739687__20121007021740469@DVR-1_Ch2__8,800
828,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923235119593__20120923235120546@DVR-1_Ch2__22,800
829,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923200437187__20120923200437828@DVR-1_Ch2__4,628
830,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923170028719__20120923170030282@DVR-1_Ch2__11,669
831,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927045219968__20120927045221031@DVR-1_Ch2__0,800
832,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927110429188__20120927110429578@DVR-1_Ch2__28,800
833,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007064602625__20121007064604437@DVR-1_Ch2__7,800
834,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923215129593__20120923215130500@DVR-1_Ch2__4,595
835,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120926171101765__20120926171102421@DVR-1_Ch2__3,800
836,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007093537875__20121007093538234@DVR-1_Ch2__7,800
837,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923112913625__20120923112914391@DVR-1_Ch2__29,505
838,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007093537875__20121007093538234@DVR-1_Ch2__9,800
839,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007071603797__20121007071605609@DVR-1_Ch2__2,621
840,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007041743672__20121007041744453@DVR-1_Ch2__12,572
841,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923215129593__20120923215130500@DVR-1_Ch2__15,800
842,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007044745828__20121007044746610@DVR-1_Ch2__0,585
843,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923212128015__20120923212128422@DVR-1_Ch2__12,192
844,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007004735281__20121007004736125@DVR-1_Ch2__3,800
845,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007041743672__20121007041744453@DVR-1_Ch2__1,800
846,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923105912781__20120923105913093@DVR-1_Ch2__7,800
847,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007034742078__20121007034742859@DVR-1_Ch2__0,800
848,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120924003102032__20120924003102719@DVR-1_Ch2__18,690
849,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007024740828__20121007024741609@DVR-1_Ch2__10,800
850,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923212128015__20120923212128422@DVR-1_Ch2__3,761
851,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__30,454
852,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923112913625__20120923112914391@DVR-1_Ch2__22,450
853,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007011736922__20121007011737719@DVR-1_Ch2__6,332
854,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007014738062__20121007014738859@DVR-1_Ch2__11,800
855,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923112913625__20120923112914391@DVR-1_Ch2__14,112
856,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120924003102032__20120924003102719@DVR-1_Ch2__11,800
857,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923132307000__20120923132307453@DVR-1_Ch2__4,662
858,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120926191853329__20120926191853688@DVR-1_Ch2__16,800
859,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007061601500__20121007061602312@DVR-1_Ch2__5,564
860,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923105912781__20120923105913093@DVR-1_Ch2__3,800
861,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__23,602
862,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923130505000__20120923130505812@DVR-1_Ch2__12,595
863,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927200512782__20120927200513157@DVR-1_Ch2__0,800
864,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923212128015__20120923212128422@DVR-1_Ch2__4,261
865,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927032216687__20120927032217734@DVR-1_Ch2__0,800
866,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007031741969__20121007031742766@DVR-1_Ch2__10,800
867,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927091433704__20120927091436594@DVR-1_Ch2__0,800
868,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923130505000__20120923130505812@DVR-1_Ch2__11,800
869,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007084607641__20121007084609484@DVR-1_Ch2__16,717
870,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007061601500__20121007061602312@DVR-1_Ch2__2,800
871,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007031741969__20121007031742766@DVR-1_Ch2__13,800
872,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923212128015__20120923212128422@DVR-1_Ch2__18,178
873,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923132307000__20120923132307453@DVR-1_Ch2__10,544
874,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007024740828__20121007024741609@DVR-1_Ch2__9,800
875,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007014738062__20121007014738859@DVR-1_Ch2__20,308
876,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923212128015__20120923212128422@DVR-1_Ch2__11,327
877,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120924003102032__20120924003102719@DVR-1_Ch2__3,231
878,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927042218859__20120927042219906@DVR-1_Ch2__0,800
879,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927161203109__20120927161203484@DVR-1_Ch2__26,800
880,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923212128015__20120923212128422@DVR-1_Ch2__22,152
881,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923235119593__20120923235120546@DVR-1_Ch2__20,769
882,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007011736922__20121007011737719@DVR-1_Ch2__11,800
883,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007041743672__20121007041744453@DVR-1_Ch2__4,398
884,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__24,626
885,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007034742078__20121007034742859@DVR-1_Ch2__11,794
886,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007084607641__20121007084609484@DVR-1_Ch2__15,569
887,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007071603797__20121007071605609@DVR-1_Ch2__0,229
888,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007024740828__20121007024741609@DVR-1_Ch2__5,646
889,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__7,612
890,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007081606000__20121007081607843@DVR-1_Ch2__9,800
891,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923170028719__20120923170030282@DVR-1_Ch2__0,800
892,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007021739687__20121007021740469@DVR-1_Ch2__0,792
893,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007004735281__20121007004736125@DVR-1_Ch2__5,800
894,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007021739687__20121007021740469@DVR-1_Ch2__9,800
895,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007084607641__20121007084609484@DVR-1_Ch2__17,178
896,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007011736922__20121007011737719@DVR-1_Ch2__10,227
897,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007081606000__20121007081607843@DVR-1_Ch2__13,515
898,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923170028719__20120923170030282@DVR-1_Ch2__6,494
899,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007061601500__20121007061602312@DVR-1_Ch2__15,800
900,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923132307000__20120923132307453@DVR-1_Ch2__15,800
901,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007034742078__20121007034742859@DVR-1_Ch2__6,558
902,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923215129593__20120923215130500@DVR-1_Ch2__16,800
903,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923232118984__20120923232119391@DVR-1_Ch2__12,793
904,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007014738062__20121007014738859@DVR-1_Ch2__3,458
905,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923190412047__20120923190412953@DVR-1_Ch2__8,407
906,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923212128015__20120923212128422@DVR-1_Ch2__14,576
907,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923215129593__20120923215130500@DVR-1_Ch2__20,572
908,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923215129593__20120923215130500@DVR-1_Ch2__22,633
909,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923160026985__20120923160027532@DVR-1_Ch2__5,294
910,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007014738062__20121007014738859@DVR-1_Ch2__19,800
911,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923190412047__20120923190412953@DVR-1_Ch2__11,355
912,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923170028719__20120923170030282@DVR-1_Ch2__25,116
913,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007021739687__20121007021740469@DVR-1_Ch2__15,800
914,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923183410234__20120923183410859@DVR-1_Ch2__0,612
915,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923112913625__20120923112914391@DVR-1_Ch2__8,544
916,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007084607641__20121007084609484@DVR-1_Ch2__1,729
917,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007064602625__20121007064604437@DVR-1_Ch2__17,800
918,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923212128015__20120923212128422@DVR-1_Ch2__23,781
919,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923105912781__20120923105913093@DVR-1_Ch2__2,800
920,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007084607641__20121007084609484@DVR-1_Ch2__2,770
921,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923235119593__20120923235120546@DVR-1_Ch2__2,719
922,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923123503844__20120923123504141@DVR-1_Ch2__1,800
923,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923190412047__20120923190412953@DVR-1_Ch2__2,254
924,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923235119593__20120923235120546@DVR-1_Ch2__1,776
925,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923190412047__20120923190412953@DVR-1_Ch2__7,800
926,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__12,601
927,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007064602625__20121007064604437@DVR-1_Ch2__8,800
928,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__18,800
929,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927110429188__20120927110429578@DVR-1_Ch2__0,800
930,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__17,800
931,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923232118984__20120923232119391@DVR-1_Ch2__6,327
932,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923132307000__20120923132307453@DVR-1_Ch2__1,377
933,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007044745828__20121007044746610@DVR-1_Ch2__3,800
934,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923105912781__20120923105913093@DVR-1_Ch2__5,514
935,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923151741031__20120923151743031@DVR-1_Ch2__4,319
936,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923215129593__20120923215130500@DVR-1_Ch2__13,800
937,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007091608734__20121007091610593@DVR-1_Ch2__7,751
938,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927015213796__20120927015214843@DVR-1_Ch2__11,800
939,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__31,800
940,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007064602625__20121007064604437@DVR-1_Ch2__0,800
